id_anotacion,id_candidato,t_inicio,t_fin,categoria,notas,n_lecturas,monotonicity,r2_lineal,zcr,sim_alimentacion,sim_servido,d1_mean,d1_std,d1_max,d1_min,d1_energy,d1_rms,d2_mean,d2_std,d2_max,d2_min,d2_energy,d2_rms,d3_mean,d3_std,d3_max,d3_min,d3_energy,d3_rms,d1_n_sign_changes,d2_n_sign_changes,d1_frac_pos,d1_frac_neg,curvature_mean,curvature_max,curvature_min,curvature_std,curvature_integral,arc_length,arc_length_per_min,arc_vs_displacement,arc_per_n,tortuosity,straightness,energy_signal,energy_d1,energy_d2,rms_signal,rms_d1,energy_ratio_d1_signal,entropy_shannon,entropy_permutation,entropy_sample,fractal_higuchi,fractal_katz,lempel_ziv,freq_dominant_hz,freq_centroid_hz,power_ratio_low,autocorr_lag1,autocorr_lag3,autocorr_lag5,spectral_entropy,stat_median,stat_mad,stat_iqr,stat_skewness,stat_kurtosis,stat_trimmed_mean,stat_cv,n_maxima,n_minima,n_plateaus,peak_prominence_mean,peak_width_mean,peak_density,peak_height_max,valley_depth_min,tpl_ramp_down,tpl_exp_decay,tpl_alim_lenta,tpl_alim_escalonada,tpl_ramp_up,tpl_exp_rise,tpl_sigmoide,tpl_serv_brusco,tpl_plateau,tpl_triangular,tpl_parabola_down,tpl_doble_rampa,time_to_max_s,time_to_min_s,time_to_25pct_s,time_to_50pct_s,time_to_75pct_s,rise_time_s,fall_time_s,settling_time_s,overshoot_g,undershoot_g,initial_slope_g_min,final_slope_g_min,idx_arc_per_delta,idx_energy_per_min,idx_complexity,idx_linearity,idx_template_max,idx_shape_noise
21,40,2026-04-13 19:05:00+00:00,2026-04-13 19:12:00+00:00,alimentacion,,15,-0.2857,0.781,0.8571,0.9573,-0.9573,-0.0381,0.1374,0.2,-0.3,0.2844,0.1425,-0.0004,0.0081,0.01,-0.0167,0.0009,0.0081,0.0,0.0005,0.0009,-0.0009,0.0,0.0005,12,10,0.2143,0.5,0.001857,0.004926,0.0,0.001513,0.7451,424.215,60.602,26.513,28.281,1.0093,0.9908,341572.0,0.2844,0.0009,150.902,0.1425,1e-06,2.9232,0.848,0.0,0.9072,0.7194,2.3441,0.002222,0.005491,0.8247,0.6251,0.2289,0.3173,2.1525,149.0,5.0,8.0,0.2004,-1.0624,150.692,0.0368,1,2,0,6.0,0.55,0.143,153.0,147.0,0.9573,0.9289,0.9318,0.9605,-0.9573,-0.9289,-0.9508,-0.89,0.0,0.6839,0.7033,0.9134,30.0,420.0,60.0,180.0,240.0,300.0,300.0,420.0,3.0,16.0,-3.0,-2.0,26.5134,0.0406,0.0,0.2231,0.9605,2.1266
22,42,2026-04-14 00:05:00+00:00,2026-04-14 00:10:00+00:00,alimentacion,,11,-0.2,0.5746,0.7,0.8145,-0.8145,-0.0333,0.1633,0.3,-0.2333,0.2778,0.1667,0.0,0.0098,0.0133,-0.0178,0.0009,0.0098,0.0,0.0006,0.0007,-0.001,0.0,0.0006,7,6,0.3,0.5,0.002181,0.004992,0.000547,0.001308,0.6448,304.113,60.823,30.411,27.647,1.0131,0.987,209164.0,0.2778,0.0009,137.895,0.1667,1e-06,2.7322,0.9684,0.0,1.0,0.6256,2.2015,0.00303,0.006747,0.6059,0.372,0.4576,-0.3474,1.8787,138.0,3.0,6.5,-0.0749,-1.1139,137.778,0.0333,1,1,0,9.0,0.571,0.2,145.0,136.0,0.8145,0.7233,0.7406,0.8302,-0.8145,-0.7233,-0.824,-0.6214,0.0,0.3163,0.3816,0.8579,150.0,270.0,90.0,120.0,210.0,210.0,210.0,270.0,4.0,10.0,-0.0,-0.0,30.4113,0.0556,0.0,0.1149,0.8579,2.2015
23,44,2026-04-14 12:07:00+00:00,2026-04-14 12:08:00+00:00,servido,,3,0.5,0.75,0.5,-0.8944,0.8944,2.1,2.1,4.2,0.0,17.64,2.9698,0.14,0.0,0.14,0.14,0.0196,0.14,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,159.522,159.522,1.266,53.174,1.1431,0.8748,68547.0,17.64,0.0196,151.159,2.9698,0.000257,0.9183,0.0,0.0,1.0,1.0,1.585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,63.0,0.7071,-1.5,97.0,0.4273,0,0,0,0.0,0.0,0.0,0.0,0.0,-0.8944,-0.7742,-0.8165,-0.8944,0.8944,0.7742,0.8944,0.7071,0.0,0.0,0.0,-1.0,60.0,0.0,0.0,0.0,60.0,60.0,60.0,60.0,0.0,0.0,-0.0,252.0,1.266,17.64,0.0,0.375,1.0,1.585
24,46,2026-04-14 21:44:00+00:00,2026-04-14 21:51:00+00:00,alimentacion,,15,-0.2857,0.893,0.7857,0.9809,-0.9809,-0.0405,0.1078,0.2,-0.3,0.1856,0.1151,0.0,0.0065,0.01,-0.0167,0.0005,0.0065,0.0,0.0004,0.0009,-0.0008,0.0,0.0004,11,11,0.0714,0.3571,0.001273,0.004151,0.0,0.001064,0.5144,422.745,60.392,24.867,28.183,1.0057,0.9943,610180.0,0.1856,0.0005,201.69,0.1151,0.0,2.7396,0.5991,21.4164,0.492,0.8353,2.0837,0.002222,0.004507,0.7765,0.7633,0.551,0.0377,1.7463,200.0,4.0,10.0,0.2074,-1.1425,201.462,0.0298,0,1,0,0.0,0.0,0.0,212.0,206.0,0.9809,0.9456,0.9521,0.9793,-0.9809,-0.9456,-0.9823,-0.8923,0.0,0.6777,0.7092,0.9448,120.0,390.0,60.0,150.0,300.0,300.0,300.0,390.0,2.0,17.0,-4.0,-3.0,24.8674,0.0265,10.5369,0.2551,0.9823,1.0252
25,48,2026-04-15 08:40:00+00:00,2026-04-15 08:45:00+00:00,alimentacion,,11,-0.4,0.9282,0.7,0.9894,-0.9894,-0.0467,0.06,0.0,-0.1667,0.0578,0.076,-0.0004,0.0036,0.0056,-0.0056,0.0001,0.0036,0.0,0.0002,0.0004,-0.0002,0.0,0.0002,7,7,0.0,0.4,0.001005,0.002778,0.0,0.000803,0.2652,300.863,60.173,21.49,27.351,1.0018,0.9982,350501.0,0.0578,0.0001,178.504,0.076,0.0,2.1867,0.5921,1.0986,1.0,1.0,2.2015,0.00303,0.006134,0.7012,0.6752,0.2017,-0.2537,1.9376,180.0,3.0,4.5,-0.0263,-0.8016,178.556,0.0236,0,0,0,0.0,0.0,0.0,185.0,171.0,0.9894,0.9648,0.9721,0.9833,-0.9894,-0.9648,-0.9779,-0.9173,0.0,0.6683,0.7148,0.9497,0.0,300.0,60.0,180.0,240.0,300.0,300.0,300.0,0.0,14.0,-0.0,-6.0,21.4902,0.0116,1.0986,0.3713,0.9894,2.2015
27,52,2026-04-15 21:27:00+00:00,2026-04-15 21:32:00+00:00,alimentacion,,11,-0.1,0.5543,0.9,0.8845,-0.8845,-0.0367,0.1242,0.1333,-0.3,0.1678,0.1295,0.0,0.0068,0.01,-0.01,0.0004,0.0068,0.0001,0.0004,0.0007,-0.0004,0.0,0.0004,9,5,0.2,0.3,0.002347,0.005,0.0,0.001315,0.6746,302.48,60.496,27.498,27.498,1.0076,0.9925,200639.0,0.1678,0.0004,135.055,0.1295,1e-06,2.2999,0.6131,0.0,1.0,0.7449,1.887,0.009091,0.00728,0.4407,0.3756,0.1677,-0.2907,1.6158,136.0,3.0,5.0,-0.777,-0.695,135.333,0.0286,1,2,0,4.0,0.861,0.2,137.0,133.0,0.8845,0.8366,0.8504,0.8813,-0.8845,-0.8366,-0.8675,-0.7846,0.0,0.5294,0.543,0.8754,0.0,270.0,60.0,150.0,150.0,60.0,60.0,270.0,0.0,11.0,-0.0,-0.0,27.4982,0.0336,0.0,0.0554,0.8845,1.887
28,54,2026-04-16 14:08:00+00:00,2026-04-16 14:14:00+00:00,alimentacion,,13,-0.1667,0.4505,0.5833,0.7651,-0.7651,-0.0361,0.1258,0.2,-0.3,0.2056,0.1309,0.0,0.0056,0.01,-0.0089,0.0003,0.0056,0.0,0.0003,0.0005,-0.0004,0.0,0.0003,7,7,0.1667,0.3333,0.002258,0.005498,0.0,0.001696,0.8058,363.042,60.507,27.926,27.926,1.0078,0.9923,124573.0,0.2056,0.0003,97.89,0.1309,2e-06,2.0382,0.719,21.4164,0.8676,0.7469,2.2772,0.005128,0.005823,0.8816,0.5723,-0.3841,0.2654,1.772,99.0,3.0,5.0,-0.9227,-0.1657,98.091,0.0498,1,1,0,6.0,1.05,0.167,102.0,96.0,0.7651,0.6837,0.7009,0.7668,-0.7651,-0.6837,-0.7506,-0.6135,0.0,0.3653,0.3528,0.7975,90.0,330.0,300.0,150.0,330.0,210.0,210.0,330.0,3.0,13.0,-0.0,-0.0,27.9263,0.0343,18.5809,0.0751,0.7975,1.9757
29,56,2026-04-19 05:11:00+00:00,2026-04-19 05:23:00+00:00,alimentacion,,25,-0.0417,0.6044,0.4583,0.7241,-0.7241,-0.0083,0.1351,0.2333,-0.3,0.44,0.1354,0.0,0.0079,0.0167,-0.0167,0.0014,0.0079,-0.0,0.0005,0.0009,-0.0009,0.0,0.0005,11,13,0.1667,0.2083,0.001326,0.004167,0.0,0.001502,0.9448,726.495,60.541,121.082,29.06,1.009,0.9911,403454.0,0.44,0.0014,127.036,0.1354,1e-06,2.2115,0.6935,0.3314,0.921,0.5904,1.8575,0.001333,0.00441,0.7882,0.5932,0.5105,0.3459,2.3422,126.0,3.0,6.0,0.708,-0.959,126.571,0.0346,3,3,1,6.333,0.859,0.25,135.0,126.0,0.7241,0.6331,0.6311,0.7204,-0.7241,-0.6331,-0.7645,-0.5637,0.0,0.3763,0.3911,0.7822,60.0,420.0,240.0,150.0,150.0,420.0,420.0,420.0,6.0,6.0,3.6,-0.0,121.0825,0.0367,0.3052,0.0252,0.7822,1.7108
30,58,2026-04-19 15:50:00+00:00,2026-04-19 15:55:00+00:00,alimentacion,,11,-0.4,0.9286,0.5,0.9766,-0.9766,-0.0433,0.0539,0.0,-0.1333,0.0478,0.0691,-0.0004,0.0027,0.0044,-0.0033,0.0001,0.0027,-0.0,0.0001,0.0002,-0.0001,0.0,0.0001,5,7,0.0,0.4,0.000929,0.001937,0.0,0.000718,0.2818,300.714,60.143,23.132,27.338,1.0014,0.9986,114059.0,0.0478,0.0001,101.828,0.0691,0.0,2.1626,0.7316,21.8219,1.0,1.0,2.2015,0.00303,0.005038,0.8104,0.7826,0.3208,-0.4525,1.4708,104.0,3.0,8.5,-0.2961,-1.3954,102.0,0.0446,0,0,0,0.0,0.0,0.0,107.0,94.0,0.9766,0.9154,0.9263,0.9701,-0.9766,-0.9154,-0.9845,-0.8268,0.0,0.5643,0.6113,0.982,0.0,300.0,90.0,180.0,210.0,300.0,300.0,300.0,0.0,13.0,-0.0,-6.0,23.1318,0.0096,21.8219,0.3714,0.9845,2.2015
31,60,2026-04-19 20:33:00+00:00,2026-04-19 20:41:00+00:00,alimentacion,,17,-0.3125,0.8949,0.75,0.9482,-0.9482,-0.0417,0.0777,0.1,-0.2,0.1244,0.0882,-0.0002,0.0039,0.0044,-0.01,0.0002,0.0039,-0.0,0.0002,0.0004,-0.0004,0.0,0.0002,12,11,0.125,0.4375,0.001121,0.003598,0.0,0.000932,0.5307,481.857,60.232,24.093,28.345,1.003,0.997,598241.0,0.1244,0.0002,187.592,0.0882,0.0,2.8666,0.7478,20.7233,0.4222,0.8748,2.164,0.001961,0.003906,0.9031,0.8313,0.4982,0.2553,1.8022,190.0,4.0,8.0,-0.5737,-0.8741,187.8,0.036,0,1,0,0.0,0.0,0.0,196.0,184.0,0.9482,0.8621,0.8762,0.9451,-0.9482,-0.8621,-0.9584,-0.7806,0.0,0.4975,0.5343,0.9835,60.0,480.0,210.0,300.0,390.0,300.0,300.0,480.0,2.0,20.0,2.0,-3.0,24.0929,0.0155,8.7494,0.2797,0.9835,0.9136
32,62,2026-04-20 02:17:00+00:00,2026-04-20 02:28:00+00:00,ruido,,23,0.0,0.0804,0.1364,0.0654,-0.0654,-0.0015,1.2312,4.0667,-4.1,33.3478,1.2312,0.0,0.0728,0.2722,-0.1367,0.1112,0.0728,0.0002,0.0044,0.0136,-0.0136,0.0004,0.0044,3,3,0.0455,0.0455,0.007404,0.068333,0.0,0.019983,4.0839,852.24,77.476,852.24,37.054,1.2913,0.7744,594134.0,33.3478,0.1112,160.723,1.2312,5.6e-05,0.258,0.2124,0.229,1.546,0.8198,1.5734,0.010145,0.00874,0.4496,-0.0572,-0.0066,-0.0122,3.4593,164.0,0.0,0.0,-4.4763,18.0401,164.0,0.1568,0,0,1,0.0,0.0,0.0,165.0,42.0,0.0654,0.1036,0.1239,0.033,-0.0654,-0.1036,-0.0435,-0.1133,0.0,0.0991,0.13,0.0277,0.0,60.0,0.0,0.0,90.0,90.0,90.0,90.0,0.0,123.0,-25.2,-0.0,852.24,3.0316,0.354,0.0,0.13,2.4325
33,64,2026-04-20 10:49:00+00:00,2026-04-20 10:56:00+00:00,alimentacion,,15,-0.2143,0.8407,0.7143,0.9134,-0.9134,-0.031,0.098,0.1667,-0.2333,0.1478,0.1027,-0.0003,0.0059,0.0078,-0.0111,0.0004,0.0059,-0.0,0.0004,0.0006,-0.0006,0.0,0.0004,10,11,0.1429,0.3571,0.00118,0.002778,0.000272,0.000644,0.4648,422.2,60.314,32.477,28.147,1.0048,0.9953,331370.0,0.1478,0.0004,148.632,0.1027,0.0,2.4729,0.7173,1.6094,0.4921,0.7714,2.0837,0.002222,0.004064,0.8607,0.7951,0.4853,-0.0307,1.3123,147.0,4.0,10.0,0.2086,-1.1261,148.462,0.0364,1,0,0,5.0,0.562,0.143,158.0,140.0,0.9134,0.8274,0.8348,0.8963,-0.9134,-0.8274,-0.94,-0.7456,0.0,0.5138,0.5277,0.947,60.0,420.0,150.0,210.0,300.0,420.0,420.0,420.0,5.0,13.0,5.0,-3.0,32.4769,0.0211,0.792,0.1802,0.947,1.0254
34,66,2026-04-20 15:51:00+00:00,2026-04-20 15:56:00+00:00,alimentacion,,11,-0.3,0.2922,0.7,0.7787,-0.7787,-0.0433,0.2737,0.5,-0.6,0.7678,0.2771,0.0,0.0166,0.02,-0.0367,0.0025,0.0166,0.0001,0.001,0.0019,-0.0018,0.0,0.001,7,5,0.2,0.5,0.003613,0.01,0.0,0.003408,1.0091,310.863,62.173,23.913,28.26,1.0352,0.966,174502.0,0.7678,0.0025,125.952,0.2771,4e-06,2.4817,0.85,0.0,1.0,0.6187,2.2015,0.009091,0.009377,0.1602,-0.0591,0.2106,-0.4093,1.6818,125.0,6.0,10.0,0.18,-1.2116,125.556,0.0461,0,2,0,0.0,0.0,0.0,136.0,121.0,0.7787,0.7606,0.7667,0.7804,-0.7787,-0.7606,-0.7627,-0.7268,0.0,0.5468,0.5562,0.744,240.0,270.0,60.0,90.0,180.0,270.0,270.0,270.0,5.0,13.0,-0.0,-0.0,23.9125,0.1536,0.0,0.0877,0.7804,2.2015
35,68,2026-04-21 00:18:00+00:00,2026-04-21 00:23:00+00:00,alimentacion,,11,-0.2,0.7511,0.8,0.9406,-0.9406,-0.04,0.1041,0.1333,-0.2333,0.1244,0.1116,-0.0004,0.0051,0.0078,-0.0078,0.0002,0.0051,-0.0,0.0003,0.0004,-0.0003,0.0,0.0003,8,5,0.2,0.4,0.001774,0.003811,0.0,0.001041,0.5442,301.851,60.37,25.154,27.441,1.0054,0.9947,130997.0,0.1244,0.0002,109.128,0.1116,1e-06,2.4817,0.7316,0.0,1.0,0.7964,2.2015,0.00303,0.004687,0.8,0.7693,0.2561,-0.695,1.0832,109.0,6.0,9.0,0.026,-1.4599,108.889,0.0484,1,1,0,3.0,0.938,0.2,106.0,102.0,0.9406,0.9085,0.908,0.92,-0.9406,-0.9085,-0.9573,-0.819,0.0,0.6755,0.6949,0.9219,60.0,180.0,90.0,150.0,240.0,300.0,300.0,300.0,2.0,13.0,-0.0,-6.0,25.1543,0.0249,0.0,0.1502,0.9573,2.2015
36,70,2026-04-21 13:38:00+00:00,2026-04-21 13:41:00+00:00,alimentacion,,7,-0.3333,0.5721,0.8333,0.8736,-0.8736,-0.0444,0.1674,0.2333,-0.3333,0.18,0.1732,0.0007,0.0111,0.0111,-0.0189,0.0006,0.0111,-0.0001,0.0007,0.001,-0.001,0.0,0.0007,5,4,0.1667,0.5,0.002047,0.005473,0.000267,0.001807,0.331,182.645,60.882,22.831,26.092,1.0137,0.9865,58270.0,0.18,0.0006,91.238,0.1732,3e-06,2.2359,0.5888,0.0,1.0,0.658,2.0053,0.004762,0.008248,0.6314,0.2301,-0.4891,-0.5656,0.9884,89.0,2.0,5.5,0.7591,-0.7646,90.4,0.0456,0,0,0,0.0,0.0,0.0,99.0,87.0,0.8736,0.818,0.8324,0.896,-0.8736,-0.818,-0.8933,-0.7348,0.0,0.5047,0.5178,0.9007,60.0,150.0,30.0,30.0,90.0,150.0,150.0,150.0,4.0,8.0,-6.0,-0.0,22.8306,0.06,0.0,0.1907,0.9007,2.0053
37,72,2026-04-21 22:34:00+00:00,2026-04-21 22:43:00+00:00,ruido,,19,-0.1111,0.3565,0.5,0.5145,-0.5145,-0.0259,0.6483,1.9333,-1.9,7.5778,0.6488,0.0,0.0382,0.0644,-0.1278,0.0248,0.0382,-0.0001,0.0023,0.0062,-0.0064,0.0001,0.0023,9,10,0.1667,0.2778,0.004789,0.033042,0.0,0.010229,2.2464,613.114,68.124,43.794,32.269,1.135,0.881,449124.0,7.5778,0.0248,153.747,0.6488,1.7e-05,1.4832,0.7449,1.0986,1.1673,0.7586,2.2358,0.001754,0.006758,0.6464,0.2699,0.1432,0.1027,2.9203,153.0,6.0,11.0,3.1822,10.0386,149.882,0.1024,1,0,2,58.0,0.504,0.111,215.0,143.0,0.5145,0.4497,0.4375,0.5432,-0.5145,-0.4497,-0.5432,-0.406,0.0,0.2912,0.2831,0.5441,60.0,390.0,120.0,270.0,270.0,330.0,330.0,390.0,58.0,14.0,58.0,-0.0,43.7939,0.842,1.2824,0.0396,0.5441,2.6098
38,74,2026-04-22 07:25:00+00:00,2026-04-22 07:32:00+00:00,alimentacion,,15,-0.2857,0.9012,0.7857,0.9808,-0.9808,-0.0476,0.1132,0.2,-0.2,0.2111,0.1228,-0.0004,0.0073,0.0133,-0.0133,0.0007,0.0073,-0.0,0.0005,0.0008,-0.0009,0.0,0.0005,11,12,0.1429,0.4286,0.000896,0.002666,0.0,0.0007,0.3632,423.142,60.449,21.157,28.209,1.0063,0.9937,212250.0,0.2111,0.0007,118.954,0.1228,1e-06,2.6892,0.7885,21.8219,0.6401,0.8084,2.0837,0.002222,0.005433,0.7794,0.6841,0.3457,0.0646,2.0186,119.0,4.0,9.5,-0.231,-0.9796,119.077,0.0509,1,1,0,6.0,0.5,0.143,118.0,112.0,0.9808,0.9432,0.9491,0.9733,-0.9808,-0.9432,-0.9778,-0.8972,0.0,0.6686,0.6967,0.9457,0.0,420.0,90.0,270.0,300.0,420.0,420.0,420.0,0.0,20.0,-0.0,-5.0,21.1571,0.0302,13.9682,0.2575,0.9808,1.3338
39,76,2026-04-22 15:20:00+00:00,2026-04-22 15:25:00+00:00,alimentacion,,11,-0.4,0.8993,0.8,0.9855,-0.9855,-0.0533,0.0884,0.0667,-0.2667,0.1067,0.1033,0.0002,0.0054,0.0089,-0.0111,0.0003,0.0054,-0.0,0.0003,0.0007,-0.0005,0.0,0.0003,8,8,0.1,0.5,0.001248,0.002189,0.0,0.00066,0.363,301.58,60.316,18.849,27.416,1.0038,0.9962,287668.0,0.1067,0.0003,161.715,0.1033,0.0,2.4131,0.678,20.7233,1.0,0.9149,2.2015,0.00303,0.006099,0.7458,0.6572,0.2547,-0.2676,1.7555,164.0,2.0,9.0,-0.1367,-1.2788,161.556,0.0311,0,1,0,0.0,0.0,0.0,170.0,162.0,0.9855,0.9648,0.9741,0.9808,-0.9855,-0.9648,-0.977,-0.9141,0.0,0.6768,0.7266,0.9451,0.0,300.0,30.0,150.0,210.0,210.0,210.0,300.0,0.0,16.0,-8.0,-4.0,18.8487,0.0213,20.7233,0.3597,0.9855,2.2015
41,80,2026-04-23 13:14:00+00:00,2026-04-23 13:20:00+00:00,alimentacion,,13,-0.1667,0.7711,0.5833,0.8827,-0.8827,-0.0389,0.1112,0.1667,-0.2667,0.1667,0.1179,-0.0006,0.0054,0.0089,-0.0089,0.0003,0.0054,-0.0,0.0003,0.0006,-0.0004,0.0,0.0003,7,7,0.0833,0.25,0.002036,0.003574,0.0,0.001087,0.7054,362.47,60.412,25.891,27.882,1.0061,0.9939,166148.0,0.1667,0.0003,113.051,0.1179,1e-06,2.1339,0.5553,0.8473,0.5283,0.8264,2.2772,0.002564,0.004857,0.8373,0.7024,0.4069,-0.156,1.6413,114.0,5.0,8.0,0.1754,-0.7112,113.0,0.0477,1,0,1,5.0,0.906,0.167,122.0,103.0,0.8827,0.7938,0.8018,0.864,-0.8827,-0.7938,-0.9081,-0.691,0.0,0.4758,0.4843,0.9229,60.0,360.0,120.0,210.0,210.0,360.0,360.0,360.0,5.0,14.0,-0.0,-12.0,25.8907,0.0278,0.4476,0.1285,0.9229,1.203
42,82,2026-04-23 16:24:00+00:00,2026-04-23 16:30:00+00:00,alimentacion,,13,-0.4167,0.8491,0.5833,0.9766,-0.9766,-0.0444,0.0853,0.1,-0.2,0.1111,0.0962,0.0003,0.0049,0.0067,-0.01,0.0003,0.0049,0.0,0.0003,0.0006,-0.0004,0.0,0.0003,7,7,0.1667,0.5833,0.001084,0.002491,0.0,0.000879,0.3813,361.658,60.276,22.604,27.82,1.0036,0.9964,288634.0,0.1111,0.0003,149.005,0.0962,0.0,2.5654,0.749,0.0,0.6966,0.8209,2.2772,0.002564,0.00549,0.7443,0.6814,0.4047,-0.2,1.9275,147.0,3.0,8.0,0.5473,-0.7948,148.545,0.0333,0,2,0,0.0,0.0,0.0,159.0,144.0,0.9766,0.9904,0.9903,0.9791,-0.9766,-0.9904,-0.9594,-0.9681,0.0,0.8013,0.8348,0.882,0.0,330.0,30.0,90.0,150.0,210.0,210.0,330.0,0.0,16.0,-6.0,-0.0,22.6036,0.0185,0.0,0.3538,0.9904,1.5863
43,84,2026-04-24 01:50:00+00:00,2026-04-24 01:56:00+00:00,alimentacion,,13,-0.4167,0.9282,0.6667,0.9899,-0.9899,-0.0472,0.06,0.0,-0.1667,0.07,0.0764,0.0,0.0034,0.0044,-0.0056,0.0001,0.0034,0.0,0.0002,0.0003,-0.0003,0.0,0.0002,8,8,0.0,0.4167,0.000915,0.002222,0.0,0.000657,0.2987,361.045,60.174,21.238,27.773,1.0018,0.9982,180002.0,0.07,0.0001,117.67,0.0764,0.0,2.4697,0.7053,1.0986,0.2607,1.0,1.9925,0.002564,0.004763,0.8651,0.8021,0.3246,-0.0719,1.7727,116.0,3.0,10.0,0.4282,-0.9902,117.364,0.0474,0,0,0,0.0,0.0,0.0,127.0,110.0,0.9899,0.9829,0.9836,0.9867,-0.9899,-0.9829,-0.978,-0.946,0.0,0.7589,0.7875,0.9179,0.0,330.0,60.0,120.0,270.0,270.0,270.0,330.0,0.0,17.0,-0.0,-0.0,21.2379,0.0117,0.2864,0.3868,0.9899,0.5194
44,86,2026-04-24 17:53:00+00:00,2026-04-24 17:54:00+00:00,servido,,3,0.5,0.75,0.5,-0.8944,0.8944,1.75,1.75,3.5,0.0,12.25,2.4749,0.1167,0.0,0.1167,0.1167,0.0136,0.1167,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,139.202,139.202,1.326,46.401,1.1511,0.8688,51273.0,12.25,0.0136,130.733,2.4749,0.000239,0.9183,0.0,0.0,1.0,1.0,1.585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,52.5,0.7071,-1.5,86.0,0.4091,0,0,0,0.0,0.0,0.0,0.0,0.0,-0.8944,-0.7742,-0.8165,-0.8944,0.8944,0.7742,0.8944,0.7071,0.0,0.0,0.0,-1.0,60.0,0.0,0.0,0.0,60.0,60.0,60.0,60.0,0.0,0.0,-0.0,210.0,1.3257,12.25,0.0,0.375,1.0,1.585
46,90,2026-04-25 09:46:00+00:00,2026-04-25 09:53:00+00:00,alimentacion,,15,-0.2857,0.9465,0.5,0.9915,-0.9915,-0.0262,0.0421,0.0,-0.1,0.0344,0.0496,-0.0002,0.0023,0.0033,-0.0033,0.0001,0.0023,-0.0,0.0001,0.0002,-0.0001,0.0,0.0001,7,10,0.0,0.2857,0.000739,0.001109,0.0,0.000314,0.3159,420.515,60.074,38.229,28.034,1.0009,0.9991,322856.0,0.0344,0.0001,146.71,0.0496,0.0,2.2062,0.5904,1.3863,0.177,1.0,2.0837,0.002222,0.004447,0.8206,0.8124,0.493,0.0379,1.8064,146.0,3.0,6.0,0.1678,-1.2128,146.692,0.0242,0,0,0,0.0,0.0,0.0,152.0,141.0,0.9915,0.9665,0.9694,0.9847,-0.9915,-0.9665,-0.9882,-0.9266,0.0,0.7158,0.7475,0.938,0.0,420.0,90.0,180.0,300.0,300.0,300.0,420.0,0.0,11.0,0.0,-2.0,38.2286,0.0049,0.2454,0.2704,0.9915,0.3688
47,92,2026-04-25 20:38:00+00:00,2026-04-25 20:44:00+00:00,alimentacion,,13,-0.3333,0.7812,0.6667,0.9685,-0.9685,-0.0444,0.1157,0.2333,-0.2,0.1844,0.124,0.0,0.007,0.0133,-0.0122,0.0005,0.007,0.0,0.0004,0.0006,-0.0009,0.0,0.0004,8,8,0.0833,0.4167,0.001827,0.003333,0.000274,0.000849,0.6126,362.74,60.457,22.671,27.903,1.0066,0.9934,196244.0,0.1844,0.0005,122.865,0.124,1e-06,2.3459,0.9335,1.0986,0.8533,0.8032,1.9925,0.007692,0.006446,0.8239,0.5598,0.1416,0.204,2.1909,121.0,4.0,4.0,0.1575,-0.6228,122.727,0.0394,1,1,0,7.0,0.688,0.167,127.0,120.0,0.9685,0.9633,0.9679,0.9624,-0.9685,-0.9633,-0.9479,-0.9388,0.0,0.7164,0.7585,0.8949,0.0,330.0,150.0,180.0,120.0,330.0,330.0,330.0,0.0,16.0,-0.0,-0.0,22.6713,0.0307,0.9374,0.2604,0.9685,1.7002
48,94,2026-04-26 02:40:00+00:00,2026-04-26 02:42:00+00:00,servido,,5,0.25,0.75,0.5,-0.9487,0.9487,0.5833,1.0104,2.3333,0.0,5.4444,1.1667,0.0,0.0635,0.0778,-0.0778,0.0121,0.0635,-0.0013,0.0039,0.0026,-0.0052,0.0,0.0041,2,2,0.25,0.0,0.01381,0.038889,0.0,0.014101,1.4882,166.158,83.079,2.374,33.232,1.196,0.8361,112460.0,5.4444,0.0121,149.973,1.1667,4.8e-05,0.971,-0.0,0.0,1.0,1.0,2.3219,0.006667,0.007515,0.8727,0.4583,-1.0,0.0,0.55,174.0,0.0,70.0,-0.4082,-1.8333,150.667,0.2349,0,0,1,0.0,0.0,0.0,174.0,104.0,-0.9487,-0.9414,-0.9396,-0.9487,0.9487,0.9414,0.9606,0.866,0.0,-0.7071,-0.6931,-0.9258,60.0,0.0,0.0,0.0,60.0,60.0,60.0,60.0,0.0,0.0,-0.0,-0.0,2.3737,2.7222,0.0,0.1875,0.9606,2.3219
