id_anotacion,id_candidato,t_inicio,t_fin,categoria,notas,n_lecturas,monotonicity,r2_lineal,zcr,sim_alimentacion,sim_servido,d1_mean,d1_std,d1_max,d1_min,d1_energy,d1_rms,d2_mean,d2_std,d2_max,d2_min,d2_energy,d2_rms,d3_mean,d3_std,d3_max,d3_min,d3_energy,d3_rms,d1_n_sign_changes,d2_n_sign_changes,d1_frac_pos,d1_frac_neg,curvature_mean,curvature_max,curvature_min,curvature_std,curvature_integral,arc_length,arc_length_per_min,arc_vs_displacement,arc_per_n,tortuosity,straightness,energy_signal,energy_d1,energy_d2,rms_signal,rms_d1,energy_ratio_d1_signal,entropy_shannon,entropy_permutation,entropy_sample,fractal_higuchi,fractal_katz,lempel_ziv,freq_dominant_hz,freq_centroid_hz,power_ratio_low,autocorr_lag1,autocorr_lag3,autocorr_lag5,spectral_entropy,stat_median,stat_mad,stat_iqr,stat_skewness,stat_kurtosis,stat_trimmed_mean,stat_cv,n_maxima,n_minima,n_plateaus,peak_prominence_mean,peak_width_mean,peak_density,peak_height_max,valley_depth_min,tpl_ramp_down,tpl_exp_decay,tpl_alim_lenta,tpl_alim_escalonada,tpl_ramp_up,tpl_exp_rise,tpl_sigmoide,tpl_serv_brusco,tpl_plateau,tpl_triangular,tpl_parabola_down,tpl_doble_rampa,time_to_max_s,time_to_min_s,time_to_25pct_s,time_to_50pct_s,time_to_75pct_s,rise_time_s,fall_time_s,settling_time_s,overshoot_g,undershoot_g,initial_slope_g_min,final_slope_g_min,idx_arc_per_delta,idx_energy_per_min,idx_complexity,idx_linearity,idx_template_max,idx_shape_noise
505,465,2026-07-05T14:37:00+00:00,2026-07-05T14:48:00+00:00,alimentacion,,23,-0.0455,0.6536,0.4091,0.9485,-0.9485,-0.0091,0.0534,0.1,-0.1667,0.0644,0.0541,-0.0,0.0029,0.0056,-0.0089,0.0002,0.0029,-0.0,0.0002,0.0005,-0.0004,0.0,0.0002,9,7,0.0909,0.1364,0.000566,0.002219,0.0,0.000715,0.3657,660.962,60.087,110.16,28.737,1.0014,0.9986,475641.0,0.0644,0.0002,143.806,0.0541,0.0,1.6843,0.4444,0.1974,0.6878,0.7617,1.5734,0.001449,0.003639,0.902,0.7737,0.3998,0.3257,2.1274,142.0,0.0,4.0,1.2559,0.5722,143.368,0.0179,1,1,1,2.0,0.875,0.091,146.0,144.0,0.9485,0.9658,0.9575,0.9553,-0.9485,-0.9658,-0.9373,-0.9482,0.0,0.8373,0.8551,0.8585,60.0,270.0,90.0,90.0,150.0,270.0,270.0,270.0,3.0,6.0,-0.6,0.0,110.1603,0.0059,0.1358,0.0297,0.9658,1.0822
506,466,2026-07-05T20:59:00+00:00,2026-07-05T21:13:00+00:00,alimentacion,,29,-0.0714,0.6877,0.3929,0.9367,-0.9367,-0.0155,0.1056,0.2,-0.4333,0.3189,0.1067,0.0,0.0058,0.0144,-0.0211,0.0009,0.0058,-0.0,0.0003,0.0012,-0.0009,0.0,0.0003,11,13,0.0714,0.1429,0.000935,0.005172,0.0,0.001369,0.772,844.643,60.332,64.973,29.126,1.0054,0.9946,535464.0,0.3189,0.0009,135.883,0.1067,1e-06,2.0955,0.4538,0.2048,0.5039,0.7727,1.5076,0.001149,0.002455,0.9222,0.8797,0.7506,0.4463,1.7463,131.0,0.0,11.0,1.074,-0.4907,135.04,0.0484,1,1,1,5.0,1.429,0.071,149.0,142.0,0.9367,0.9333,0.9216,0.9289,-0.9367,-0.9333,-0.9375,-0.9071,0.0,0.8012,0.8055,0.8653,60.0,420.0,150.0,240.0,240.0,180.0,180.0,420.0,5.0,13.0,3.0,-0.0,64.9725,0.0228,0.1032,0.0491,0.9375,0.7597
507,467,2026-07-06T01:48:00+00:00,2026-07-06T02:01:00+00:00,alimentacion,,27,0.0,0.5723,0.2308,0.9414,-0.9414,-0.0115,0.071,0.1,-0.2,0.1344,0.0719,-0.0001,0.0041,0.0089,-0.01,0.0004,0.0041,0.0,0.0002,0.0006,-0.0006,0.0,0.0002,6,6,0.1538,0.1538,0.000584,0.003863,0.0,0.001099,0.4148,782.004,60.154,86.889,28.963,1.0025,0.9975,435801.0,0.1344,0.0004,127.046,0.0719,0.0,1.6175,0.4879,0.1252,0.8316,0.738,1.4089,0.001235,0.003517,0.883,0.7544,0.5554,0.3821,2.3437,125.0,0.0,3.0,1.4404,0.5516,126.478,0.027,1,1,1,5.0,0.667,0.077,133.0,128.0,0.9414,0.9794,0.9708,0.9351,-0.9414,-0.9794,-0.9183,-0.9814,0.0,0.8792,0.9019,0.8046,30.0,240.0,60.0,150.0,120.0,60.0,60.0,240.0,2.0,9.0,-2.8,-0.0,86.8893,0.0103,0.1041,0.0,0.9814,1.1716
508,468,2026-07-06T03:31:00+00:00,2026-07-06T03:46:00+00:00,alimentacion,,31,-0.1,0.7862,0.3,0.9703,-0.9703,-0.0111,0.0378,0.0667,-0.1333,0.0467,0.0394,0.0,0.0021,0.0067,-0.0044,0.0001,0.0021,0.0,0.0001,0.0004,-0.0003,0.0,0.0001,9,12,0.0333,0.1333,0.000304,0.001664,0.0,0.000425,0.2828,900.698,60.047,90.07,29.055,1.0007,0.9993,433572.0,0.0467,0.0001,118.263,0.0394,0.0,2.142,0.4354,0.26,0.1583,0.957,1.9178,0.001075,0.00209,0.9562,0.9337,0.8085,0.6081,1.5687,117.0,2.0,6.5,0.7364,-1.079,117.84,0.0343,0,0,2,0.0,0.0,0.0,125.0,113.0,0.9703,0.9777,0.9703,0.9591,-0.9703,-0.9777,-0.9641,-0.9581,0.0,0.8395,0.856,0.8808,0.0,480.0,180.0,240.0,330.0,330.0,330.0,510.0,0.0,12.0,-0.0,-0.0,90.0698,0.0031,0.0412,0.0786,0.9777,0.3036
509,469,2026-07-06T10:27:00+00:00,2026-07-06T10:43:00+00:00,alimentacion,,33,-0.1562,0.7221,0.375,0.9605,-0.9605,-0.0198,0.0526,0.0667,-0.2,0.1011,0.0562,0.0001,0.0028,0.0067,-0.0089,0.0002,0.0028,-0.0,0.0002,0.0005,-0.0004,0.0,0.0002,12,12,0.0312,0.1875,0.000385,0.002207,0.0,0.000596,0.3646,961.507,60.094,50.606,29.137,1.0014,0.9986,307111.0,0.1011,0.0002,96.47,0.0562,0.0,1.9551,0.4994,0.1243,0.2118,0.9482,1.3757,0.00101,0.002428,0.9348,0.897,0.7282,0.509,2.0475,92.0,0.0,7.0,1.145,-0.139,95.259,0.064,0,1,1,0.0,0.0,0.0,111.0,96.0,0.9605,0.9955,0.9894,0.9515,-0.9605,-0.9955,-0.9384,-0.993,0.0,0.8866,0.9118,0.8306,0.0,390.0,90.0,150.0,300.0,360.0,360.0,390.0,0.0,19.0,-3.029,-0.0,50.6056,0.0063,0.0263,0.1128,0.9955,0.2914
510,470,2026-07-06T11:21:00+00:00,2026-07-06T11:33:00+00:00,ruido,,25,0.0,0.0649,0.125,0.0429,-0.0429,0.0,0.8853,3.0667,-3.0667,18.8089,0.8853,0.0,0.0522,0.2044,-0.1022,0.0627,0.0522,0.0,0.0032,0.0102,-0.0102,0.0002,0.0032,3,4,0.0417,0.0417,0.004089,0.051111,0.0,0.011833,3.0667,853.536,71.128,853535526.454,34.141,1.1855,0.8435,203136.0,18.8089,0.0627,90.141,0.8853,9.3e-05,0.2423,0.1985,0.2054,1.4663,0.8228,1.6718,0.001333,0.008667,0.5,-0.0451,-0.053,-0.0104,3.585,92.0,0.0,0.0,-4.6949,20.0417,92.0,0.2041,0,1,1,0.0,0.0,0.0,92.0,0.0,0.0429,0.0859,0.1,0.0,-0.0429,-0.0859,-0.0173,-0.0962,0.0,0.0882,0.1223,0.0,0.0,90.0,720.0,720.0,720.0,0.0,0.0,120.0,0.0,92.0,-18.4,-0.0,853.536,1.5674,0.3012,0.0,0.1223,2.4514
511,471,2026-07-06T11:43:00+00:00,2026-07-06T11:54:00+00:00,ruido,,23,0.0,0.2988,0.2727,0.7261,-0.7261,-0.003,0.0594,0.1333,-0.2,0.0778,0.0595,-0.0002,0.0029,0.0067,-0.0067,0.0002,0.0029,0.0,0.0002,0.0004,-0.0003,0.0,0.0002,6,6,0.0909,0.0909,0.00067,0.003863,0.0,0.001072,0.4297,661.159,60.105,330.579,28.746,1.0018,0.9983,189445.0,0.0778,0.0002,90.756,0.0595,0.0,0.9274,0.3823,0.2766,1.0578,0.6934,1.5734,0.001449,0.005181,0.8534,0.5249,-0.0612,0.2302,2.8668,90.0,0.0,0.0,2.3112,3.8662,90.263,0.0196,2,1,1,3.5,0.708,0.182,96.0,90.0,0.7261,0.7398,0.7193,0.7535,-0.7261,-0.7398,-0.7166,-0.7343,0.0,0.6514,0.6612,0.6528,30.0,90.0,0.0,0.0,90.0,90.0,90.0,240.0,4.0,2.0,-1.2,-0.0,330.5795,0.0071,0.2926,0.0,0.7535,1.6643
512,472,2026-07-06T19:15:00+00:00,2026-07-06T19:26:00+00:00,servido,,23,0.0455,0.3409,0.0909,-0.9074,0.9074,0.0712,0.3263,1.5667,0.0,2.4544,0.334,0.0,0.0161,0.0522,-0.0522,0.0055,0.0161,0.0,0.001,0.0017,-0.0035,0.0,0.001,2,3,0.0455,0.0,0.001689,0.013056,0.0,0.003937,1.1655,685.758,62.342,14.591,29.816,1.0364,0.9649,364388.0,2.4544,0.0055,125.869,0.334,7e-06,0.5586,-0.0,0.1243,0.3274,1.0,1.7701,0.001449,0.004366,0.9053,0.6902,-0.0225,-0.0417,2.6179,131.0,0.0,0.0,-2.1947,2.8167,128.526,0.1268,0,0,1,0.0,0.0,0.0,131.0,84.0,-0.9074,-0.9696,-0.9633,-0.9092,0.9074,0.9696,0.8698,0.987,0.0,-0.884,-0.9225,-0.762,90.0,0.0,0.0,0.0,90.0,90.0,90.0,90.0,0.0,0.0,28.2,-0.0,14.5906,0.2231,0.0407,0.0155,0.987,0.5795
513,473,2026-07-06T23:49:00+00:00,2026-07-07T00:00:00+00:00,alimentacion,,23,-0.0455,0.6452,0.2273,0.9515,-0.9515,-0.0136,0.0694,0.1,-0.3,0.11,0.0707,0.0,0.0038,0.01,-0.0133,0.0003,0.0038,-0.0,0.0002,0.0008,-0.0006,0.0,0.0002,5,6,0.0455,0.0909,0.000611,0.003284,0.0,0.000917,0.3965,661.62,60.147,73.513,28.766,1.0024,0.9976,367418.0,0.11,0.0003,126.391,0.0707,0.0,1.5227,0.3454,0.2578,0.4749,0.8599,1.5734,0.001449,0.004058,0.8948,0.7359,0.2843,0.24,2.3662,124.0,0.0,3.0,1.6078,1.7239,125.737,0.0262,0,0,2,0.0,0.0,0.0,136.0,124.0,0.9515,0.9802,0.9748,0.9528,-0.9515,-0.9802,-0.932,-0.9717,0.0,0.8464,0.879,0.8466,60.0,330.0,0.0,90.0,90.0,330.0,330.0,330.0,3.0,9.0,-3.0,-0.0,73.5133,0.01,0.1224,0.0294,0.9802,0.7472
514,474,2026-07-07T02:44:00+00:00,2026-07-07T02:56:00+00:00,alimentacion,,25,-0.0833,0.6384,0.2917,0.9431,-0.9431,-0.0153,0.0833,0.2,-0.3,0.1722,0.0847,0.0,0.0041,0.01,-0.0111,0.0004,0.0041,0.0,0.0002,0.0005,-0.0006,0.0,0.0002,7,9,0.0833,0.1667,0.000786,0.005269,0.0,0.001329,0.5898,722.546,60.212,65.686,28.902,1.0034,0.9966,338878.0,0.1722,0.0004,116.426,0.0847,1e-06,1.7895,0.5599,0.2231,0.4806,0.7819,1.486,0.001333,0.002907,0.9083,0.8525,0.5998,0.2088,1.955,113.0,0.0,4.0,1.3954,0.6467,115.524,0.0428,1,0,1,6.0,0.625,0.083,130.0,113.0,0.9431,0.9591,0.9486,0.9408,-0.9431,-0.9591,-0.9325,-0.9479,0.0,0.8388,0.8525,0.8413,90.0,330.0,0.0,150.0,300.0,270.0,270.0,330.0,6.0,11.0,2.0,-0.0,65.686,0.0143,0.1072,0.0532,0.9591,0.7142
515,475,2026-07-07T09:39:00+00:00,2026-07-07T09:54:00+00:00,alimentacion,,31,-0.1,0.5952,0.3,0.872,-0.872,-0.0189,0.2221,0.5667,-0.9333,1.49,0.2229,-0.0,0.0115,0.0311,-0.0433,0.0038,0.0115,0.0,0.0007,0.0025,-0.0012,0.0,0.0007,9,11,0.1,0.2,0.001801,0.013854,0.0,0.003133,1.6749,919.903,61.327,54.112,29.674,1.0219,0.9785,323318.0,1.49,0.0038,102.125,0.2229,5e-06,2.152,0.6491,0.2085,0.6157,0.7309,1.9178,0.001075,0.002903,0.8808,0.796,0.6596,0.451,2.0838,99.0,5.0,13.0,1.5053,1.8599,99.68,0.1006,2,1,2,17.0,0.732,0.133,135.0,107.0,0.872,0.8369,0.831,0.8606,-0.872,-0.8369,-0.8907,-0.7935,0.0,0.6735,0.6726,0.8444,210.0,480.0,150.0,300.0,330.0,480.0,480.0,480.0,24.0,17.0,-0.457,0.0,54.1119,0.0993,0.1284,0.0595,0.8907,1.1808
516,476,2026-07-07T11:27:00+00:00,2026-07-07T11:39:00+00:00,ruido,,25,0.0,0.0649,0.125,-0.0429,0.0429,0.0,0.0577,0.2,-0.2,0.08,0.0577,0.0,0.0034,0.0067,-0.0133,0.0003,0.0034,0.0,0.0002,0.0007,-0.0007,0.0,0.0002,3,4,0.0417,0.0417,0.000267,0.003333,0.0,0.000772,0.2,721.188,60.099,721188234.163,28.848,1.0016,0.9984,222064.0,0.08,0.0003,94.247,0.0577,0.0,0.2423,0.1985,0.2054,1.4663,0.8228,1.486,0.006667,0.008667,0.5,-0.0451,-0.053,-0.0104,3.585,94.0,0.0,0.0,4.6949,20.0417,94.0,0.0125,1,0,1,6.0,0.5,0.083,100.0,94.0,-0.0429,-0.0859,-0.1,0.0,0.0429,0.0859,0.0173,0.0962,0.0,-0.0882,-0.1223,0.0,90.0,0.0,720.0,720.0,720.0,0.0,0.0,120.0,6.0,0.0,1.2,-0.0,721.188,0.0067,0.3012,0.0,0.1223,2.1789
517,477,2026-07-07T12:34:00+00:00,2026-07-07T12:49:00+00:00,alimentacion,,31,-0.1,0.6641,0.3333,0.947,-0.947,-0.0144,0.0815,0.2333,-0.2333,0.2056,0.0828,0.0,0.0041,0.0111,-0.0111,0.0005,0.0041,-0.0,0.0002,0.0006,-0.0007,0.0,0.0002,10,10,0.0667,0.1667,0.00071,0.004967,0.0,0.001176,0.6605,903.049,60.203,69.465,29.131,1.0033,0.9967,225548.0,0.2056,0.0005,85.298,0.0828,1e-06,1.9036,0.5128,0.1501,0.4879,0.7866,1.4383,0.001075,0.002322,0.9512,0.8967,0.7096,0.5526,1.7302,81.0,0.0,9.5,1.027,-0.5646,84.2,0.0688,1,1,1,7.0,1.188,0.067,98.0,91.0,0.947,0.9542,0.9461,0.933,-0.947,-0.9542,-0.9422,-0.9349,0.0,0.8316,0.8391,0.857,150.0,390.0,90.0,240.0,300.0,300.0,300.0,390.0,4.0,13.0,0.457,-0.0,69.4653,0.0137,0.0732,0.0664,0.9542,0.7017
518,478,2026-07-07T14:00:00+00:00,2026-07-07T14:11:00+00:00,servido,,23,0.0455,0.2386,0.0909,-0.8927,0.8927,0.0803,0.368,1.7667,0.0,3.1211,0.3767,0.0,0.0182,0.0589,-0.0589,0.0069,0.0182,-0.0001,0.001,0.002,-0.0039,0.0,0.001,2,2,0.0455,0.0,0.002459,0.029444,0.0,0.006664,1.2552,690.902,62.809,13.036,30.039,1.0435,0.9583,390198.0,3.1211,0.0069,130.25,0.3767,8e-06,0.4262,-0.0,0.1112,0.6381,1.0,1.7701,0.001449,0.005405,0.7775,0.5184,-0.0143,-0.0265,3.0029,134.0,0.0,0.0,-2.9318,6.5952,134.0,0.1154,0,0,1,0.0,0.0,0.0,134.0,81.0,-0.8927,-0.9612,-0.9595,-0.8872,0.8927,0.9612,0.8514,0.9801,0.0,-0.8773,-0.9214,-0.7436,60.0,0.0,0.0,0.0,60.0,60.0,60.0,60.0,0.0,0.0,42.4,0.0,13.0359,0.2837,0.071,0.0109,0.9801,1.1295
519,479,2026-07-07T20:24:00+00:00,2026-07-07T20:40:00+00:00,alimentacion,,33,-0.0625,0.6951,0.2812,0.9552,-0.9552,-0.0177,0.1328,0.3333,-0.3333,0.5744,0.134,-0.0,0.0078,0.0222,-0.0222,0.0019,0.0078,-0.0,0.0005,0.0013,-0.0015,0.0,0.0005,9,11,0.125,0.1875,0.000884,0.004705,0.0,0.001379,0.875,968.425,60.527,56.966,29.346,1.0086,0.9915,511128.0,0.5744,0.0019,124.454,0.134,1e-06,2.0385,0.6313,0.1308,0.7112,0.7228,1.3757,0.00101,0.002749,0.897,0.8282,0.7212,0.4977,2.0126,119.0,0.0,11.0,0.9704,-0.4936,123.259,0.0583,2,2,1,8.5,0.556,0.125,134.0,124.0,0.9552,0.9662,0.9583,0.9546,-0.9552,-0.9662,-0.9475,-0.9496,0.0,0.8392,0.8528,0.859,90.0,390.0,120.0,210.0,300.0,120.0,120.0,390.0,7.0,17.0,-0.971,0.0,56.9662,0.0359,0.093,0.0434,0.9662,0.9784
520,480,2026-07-08T01:13:00+00:00,2026-07-08T01:27:00+00:00,alimentacion,,29,-0.1071,0.599,0.25,0.9453,-0.9453,-0.0143,0.0945,0.2667,-0.2333,0.2556,0.0955,-0.0,0.0052,0.0156,-0.0133,0.0007,0.0052,0.0,0.0003,0.0007,-0.001,0.0,0.0003,7,7,0.0714,0.1786,0.000832,0.004355,0.0,0.001339,0.7242,843.788,60.271,70.316,29.096,1.0044,0.9956,356818.0,0.2556,0.0007,110.924,0.0955,1e-06,1.8419,0.5971,0.1325,0.7891,0.745,1.5076,0.001149,0.003369,0.8733,0.7658,0.6351,0.302,2.2655,108.0,0.0,3.0,1.3382,0.1493,110.24,0.0417,1,1,1,8.0,0.75,0.071,122.0,111.0,0.9453,0.9784,0.9702,0.932,-0.9453,-0.9784,-0.9248,-0.9731,0.0,0.8745,0.8952,0.8296,120.0,300.0,150.0,90.0,180.0,120.0,120.0,300.0,2.0,12.0,-0.4,-0.0,70.3157,0.0183,0.1046,0.0642,0.9784,1.1896
521,481,2026-07-08T03:06:00+00:00,2026-07-08T03:18:00+00:00,alimentacion,,25,-0.0417,0.4335,0.25,0.9153,-0.9153,-0.0097,0.09,0.2667,-0.2667,0.1967,0.0905,-0.0001,0.0057,0.0156,-0.0178,0.0007,0.0057,0.0,0.0004,0.0009,-0.0011,0.0,0.0004,6,6,0.0833,0.125,0.000509,0.004415,0.0,0.001024,0.3152,722.907,60.242,103.272,28.916,1.004,0.996,262575.0,0.1967,0.0007,102.484,0.0905,1e-06,1.2252,0.5139,0.1252,0.8443,0.7045,1.486,0.001333,0.004862,0.76,0.5581,0.4135,0.0349,2.654,101.0,0.0,0.0,2.1057,3.1949,101.762,0.0294,1,0,1,8.0,0.5,0.083,112.0,101.0,0.9153,0.9592,0.9488,0.9133,-0.9153,-0.9592,-0.8885,-0.9676,0.0,0.8682,0.8931,0.7787,90.0,180.0,0.0,60.0,60.0,180.0,180.0,180.0,4.0,7.0,-1.2,-0.0,103.2724,0.0164,0.1057,0.0181,0.9676,1.2546
522,482,2026-07-08T10:21:00+00:00,2026-07-08T10:37:00+00:00,alimentacion,,33,-0.0625,0.614,0.3438,0.9471,-0.9471,-0.0177,0.1158,0.2333,-0.3667,0.4389,0.1171,0.0001,0.0069,0.0144,-0.02,0.0015,0.0069,0.0,0.0004,0.0011,-0.001,0.0,0.0004,11,12,0.125,0.1875,0.000876,0.003587,0.0,0.00126,0.8594,966.467,60.404,56.851,29.287,1.0066,0.9935,253583.0,0.4389,0.0015,87.66,0.1171,2e-06,2.0385,0.5658,0.1299,0.8842,0.7429,1.3757,0.00101,0.003545,0.8532,0.7314,0.601,0.4473,2.5875,84.0,0.0,7.0,1.4653,0.8924,86.37,0.0634,1,2,1,6.0,0.964,0.062,93.0,86.0,0.9471,0.9873,0.9818,0.9358,-0.9471,-0.9873,-0.9218,-0.9881,0.0,0.8833,0.9116,0.8118,90.0,390.0,60.0,120.0,180.0,240.0,240.0,390.0,2.0,17.0,-2.8,0.0,56.851,0.0274,0.1149,0.0384,0.9881,1.2164
523,483,2026-07-08T14:16:00+00:00,2026-07-08T14:33:00+00:00,servido,,35,-0.0588,0.0003,0.3235,-0.8098,0.8098,0.0206,0.2016,1.1333,-0.2,1.3967,0.2027,0.0,0.0098,0.0378,-0.0378,0.0032,0.0098,0.0,0.0006,0.0013,-0.0025,0.0,0.0006,11,13,0.0588,0.1176,0.001274,0.01,0.0,0.002565,1.3379,1037.013,61.001,49.382,29.629,1.0165,0.9838,394252.0,1.3967,0.0032,106.134,0.2027,4e-06,1.4418,0.4029,0.1286,0.3244,0.8808,1.6121,0.001905,0.004279,0.9099,0.635,-0.1432,-0.2114,3.2445,105.0,0.0,3.5,-1.2289,2.3337,106.828,0.076,1,1,1,13.0,2.971,0.059,118.0,107.0,-0.8098,-0.8963,-0.8974,-0.8003,0.8098,0.8963,0.7566,0.9244,0.0,-0.8388,-0.8932,-0.642,90.0,0.0,0.0,0.0,420.0,420.0,420.0,420.0,13.0,0.0,14.143,0.0,49.3816,0.0822,0.0417,0.0,0.9244,0.523
524,484,2026-07-08T20:37:00+00:00,2026-07-08T20:53:00+00:00,alimentacion,,33,-0.0938,0.5932,0.3125,0.9182,-0.9182,-0.0104,0.1171,0.4,-0.4,0.4422,0.1176,0.0,0.0068,0.0133,-0.0267,0.0014,0.0068,-0.0,0.0004,0.0013,-0.0013,0.0,0.0004,10,10,0.0938,0.1875,0.000888,0.006667,0.0,0.001714,0.7795,966.444,60.403,96.644,29.286,1.0067,0.9934,319824.0,0.4422,0.0014,98.446,0.1176,1e-06,1.5755,0.6219,0.1171,0.8504,0.7101,1.3757,0.00101,0.003044,0.8888,0.7794,0.6773,0.424,2.3179,95.0,0.0,6.0,1.7137,2.6234,97.333,0.054,1,2,1,12.0,0.5,0.062,117.0,97.0,0.9182,0.9281,0.9135,0.9158,-0.9182,-0.9281,-0.9112,-0.9201,0.0,0.818,0.8243,0.8179,60.0,360.0,180.0,210.0,300.0,120.0,120.0,360.0,12.0,10.0,0.457,0.0,96.6444,0.0276,0.0996,0.0556,0.9281,1.1699
525,485,2026-07-09T00:31:00+00:00,2026-07-09T00:44:00+00:00,alimentacion,,27,0.0,0.4492,0.2308,0.9219,-0.9219,-0.0128,0.1009,0.2,-0.3,0.2689,0.1017,-0.0002,0.0064,0.0156,-0.0167,0.001,0.0064,0.0,0.0004,0.001,-0.0011,0.0,0.0004,6,6,0.1154,0.1154,0.000486,0.006493,0.0,0.001335,0.2963,783.973,60.306,78.397,29.036,1.005,0.995,204266.0,0.2689,0.001,86.979,0.1017,1e-06,1.2646,0.4004,0.1112,0.8127,0.7201,1.4089,0.001235,0.00422,0.8253,0.6578,0.3911,0.0891,2.6545,85.0,0.0,0.0,1.9847,2.5597,86.087,0.0456,0,0,1,0.0,0.0,0.0,99.0,85.0,0.9219,0.971,0.961,0.918,-0.9219,-0.971,-0.8918,-0.9817,0.0,0.882,0.9108,0.7719,30.0,180.0,60.0,60.0,120.0,180.0,180.0,180.0,4.0,10.0,-3.2,-0.0,78.3973,0.0207,0.0904,0.0,0.9817,1.145
526,486,2026-07-09T01:02:00+00:00,2026-07-09T01:15:00+00:00,ruido,,27,0.0,0.2,0.1538,-0.0845,0.0845,0.0077,0.814,3.0333,-2.8333,17.2289,0.814,0.0,0.0391,0.1011,-0.1011,0.0383,0.0391,0.0,0.0023,0.0063,-0.0067,0.0001,0.0023,4,6,0.0385,0.0385,0.004269,0.048889,0.0,0.010837,3.458,905.956,69.689,150.993,33.554,1.1614,0.861,195576.0,17.2289,0.0383,85.109,0.814,8.8e-05,0.5033,0.1865,0.1229,0.4735,0.8191,1.7611,0.001235,0.004118,0.91,0.6661,-0.0852,-0.0571,2.8186,91.0,0.0,0.0,-2.4549,4.0658,86.261,0.3543,0,1,1,0.0,0.0,0.0,91.0,0.0,-0.0845,-0.0129,0.0047,-0.0769,0.0845,0.0129,0.128,-0.0054,0.0,0.0167,0.0714,-0.1451,180.0,90.0,0.0,0.0,180.0,180.0,180.0,180.0,0.0,85.0,-51.0,-0.0,150.9927,1.3253,0.0582,0.0,0.1451,0.8339
527,487,2026-07-09T03:29:00+00:00,2026-07-09T03:43:00+00:00,servido,,29,0.0714,0.3056,0.2143,-0.8844,0.8844,0.0155,0.1717,0.7667,-0.4,0.8322,0.1724,0.0,0.0082,0.0256,-0.0222,0.0018,0.0082,-0.0,0.0004,0.001,-0.0016,0.0,0.0004,6,6,0.1429,0.0714,0.001598,0.009106,0.0,0.002823,1.3656,851.368,60.812,65.49,29.358,1.0134,0.9868,294515.0,0.8322,0.0018,100.775,0.1724,3e-06,1.5394,0.2914,0.1112,0.6413,0.7825,1.8427,0.001149,0.004328,0.8718,0.6295,0.27,0.0837,2.9196,103.0,0.0,0.0,-1.5596,1.524,101.28,0.0614,2,1,1,6.5,0.693,0.143,110.0,84.0,-0.8844,-0.9303,-0.9208,-0.8655,0.8844,0.9303,0.856,0.9425,0.0,-0.8478,-0.8734,-0.7531,210.0,120.0,60.0,90.0,240.0,240.0,240.0,240.0,7.0,6.0,-1.2,-0.0,65.4898,0.0594,0.0713,0.0218,0.9425,1.1817
528,488,2026-07-09T07:20:00+00:00,2026-07-09T07:38:00+00:00,ruido,,37,0.0,0.5957,0.2778,0.3027,-0.3027,-0.0028,0.0963,0.2,-0.3,0.3344,0.0964,-0.0001,0.0052,0.01,-0.0167,0.001,0.0052,-0.0,0.0003,0.0009,-0.0008,0.0,0.0003,10,16,0.1389,0.1389,0.000791,0.004151,0.0,0.001159,0.8776,1084.942,60.275,361.647,29.323,1.0046,0.9954,381891.0,0.3344,0.001,101.594,0.0964,1e-06,2.1403,0.4925,0.1426,0.6372,0.7313,1.408,0.000901,0.002391,0.9261,0.8288,0.7013,0.5085,1.9949,98.0,0.0,7.0,1.1612,0.2181,100.806,0.0461,1,2,1,13.0,2.819,0.056,114.0,101.0,0.3027,0.1813,0.1629,0.2972,-0.3027,-0.1813,-0.3723,-0.1189,0.0,0.0426,-0.0077,0.4226,210.0,510.0,0.0,0.0,510.0,510.0,510.0,510.0,13.0,3.0,2.571,-0.0,361.6473,0.0186,0.0909,0.0,0.4226,0.8972
529,489,2026-07-09T11:30:00+00:00,2026-07-09T11:42:00+00:00,ruido,,25,-0.0417,0.2954,0.2083,0.7939,-0.7939,-0.0056,0.107,0.3333,-0.4,0.2756,0.1072,-0.0,0.0063,0.0133,-0.0244,0.0009,0.0063,-0.0,0.0004,0.0013,-0.0012,0.0,0.0004,5,6,0.0417,0.0833,0.000532,0.006101,0.0,0.001363,0.3989,724.0,60.333,181.0,28.96,1.0055,0.9945,226792.0,0.2756,0.0009,95.245,0.1072,1e-06,1.1452,0.3251,0.1325,0.9206,0.7862,1.486,0.001333,0.00567,0.7104,0.4213,0.2424,-0.0093,3.063,94.0,0.0,0.0,3.3567,11.5041,94.571,0.0309,0,0,1,0.0,0.0,0.0,108.0,94.0,0.7939,0.8125,0.7969,0.8103,-0.7939,-0.8125,-0.7822,-0.815,0.0,0.7303,0.7363,0.6929,90.0,180.0,0.0,120.0,120.0,180.0,180.0,180.0,10.0,4.0,1.2,-0.0,181.0,0.023,0.122,0.0123,0.815,1.368
